Name,Address,Cuisine Tags,Rating,Features,Price Range,Detail URL,Reservation Link,Source URL
Pecking House,Prospect Heights,"Chicken Shop, American (New), Taiwanese",4.0,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/pecking-house-brooklyn-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50
Father Knows Best,Bushwick,"Bars, Cafes",4.1,,$$,https://www.yelp.com/biz/father-knows-best-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50
Pilar Cuban Eatery,Bedford Stuyvesant,"Cuban, Coffee & Tea, Breakfast & Brunch",3.8,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/pilar-cuban-eatery-brooklyn-3?osq=Restaurants,https://www.yelp.com/biz/x2WubWdziN7qqUZehdp1PA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50
Samurai Papa BS,Bedford Stuyvesant,Ramen,4.0,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/samurai-papa-bs-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50
Zaca Cafe,Bedford Stuyvesant,"Coffee & Tea, Breakfast & Brunch, French",4.3,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/zaca-cafe-brooklyn?osq=Restaurants,https://www.yelp.com/biz/1VBeb3BF8R8cwuCYGeMrVg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50
Roberta’s,East Williamsburg,"Pizza, Italian",4.0,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/robertas-brooklyn-2?osq=Restaurants,https://www.yelp.com/biz/FhXjAc6nKLf414KxYujUHw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50
Brooklyn Suya,Crown Heights,"African, Fast Food",4.5,"√ Delivery, √ Takeout",$$,https://www.yelp.com/biz/brooklyn-suya-brooklyn-2?osq=Restaurants,https://www.yelp.com/biz/Bo1eW6NCzOMuxIyu6CzutQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=50
Ursula,Bedford Stuyvesant,"New Mexican Cuisine, Cafes, Bakeries",4.2,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/ursula-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60
Maya Fusion Cafe,Bushwick,Mexican,4.3,"√ Outdoor seating, √ Delivery, √ Takeout",,https://www.yelp.com/biz/maya-fusion-cafe-brooklyn-2?osq=Restaurants,https://www.yelp.com/biz/p6_79Vx3zVkbU4KFzTebiA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60
Sista’s Place,Bedford Stuyvesant,"Jazz & Blues, Restaurants",4.4,√ Outdoor seating,$$,https://www.yelp.com/biz/sistas-place-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60
Barchaa Peruvian Fusion Cuisine,Bushwick,"Peruvian, Spanish, Dominican",3.9,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/barchaa-peruvian-fusion-cuisine-brooklyn?osq=Restaurants,https://www.yelp.com/biz/vPPJxadFYQRn3u8URnyiBg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60
Nana Ramen,Bedford Stuyvesant,"Ramen, Noodles, Soup",4.1,"√ Outdoor seating, √ Takeout",$$,https://www.yelp.com/biz/nana-ramen-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60
Baron’s,Bedford Stuyvesant,"American (New), Bars, Seafood",4.2,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/barons-brooklyn?osq=Restaurants,https://www.yelp.com/reservations/barons-brooklyn,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60
Win Son,East Williamsburg,"Taiwanese, American (New)",4.2,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/win-son-brooklyn-4?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60
Tiger Box,,Korean,4.3,"√ Delivery, √ Takeout",$,https://www.yelp.com/biz/tiger-box-brooklyn?osq=Restaurants,https://www.yelp.com/biz/FAALx4s7PBtCZWKFqRNPNQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60
Sunday in Brooklyn,Williamsburg - South Side,"American (New), Breakfast & Brunch, Cocktail Bars",4.0,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/sunday-in-brooklyn-brooklyn-7?osq=Restaurants,https://www.yelp.com/biz/9AXTJkwXdWaJaQkCjpj6mA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60
Eastern Parkway BBQ Man,Crown Heights,"Barbeque, Street Vendors",4.8,,,https://www.yelp.com/biz/eastern-parkway-bbq-man-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=60
Tiger Box,,Korean,4.3,"√ Delivery, √ Takeout",$,https://www.yelp.com/biz/tiger-box-brooklyn?osq=Restaurants,https://www.yelp.com/biz/FAALx4s7PBtCZWKFqRNPNQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=70
Soco,Clinton Hill,"Cajun/Creole, Barbeque, Soul Food",3.8,"√ Delivery, √ Takeout",$$,https://www.yelp.com/biz/soco-brooklyn?osq=Restaurants,https://www.yelp.com/biz/oOsJn3leUnWDfErRWMf81g?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=70
Sunday in Brooklyn,Williamsburg - South Side,"American (New), Breakfast & Brunch, Cocktail Bars",4.0,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/sunday-in-brooklyn-brooklyn-7?osq=Restaurants,https://www.yelp.com/biz/9AXTJkwXdWaJaQkCjpj6mA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=70
Eastern Parkway BBQ Man,Crown Heights,"Barbeque, Street Vendors",4.8,,,https://www.yelp.com/biz/eastern-parkway-bbq-man-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=70,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=70
Oxalis,Prospect Heights,"French, American (New)",4.6,"√ Outdoor seating, × Delivery, × Takeout",$$$$,https://www.yelp.com/biz/oxalis-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=70,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=70
